Label,"Probe1 (9 in right)","Probe2 (3 in up) ","Probe3 (7 in down)","resistance","counter","Power"
8/13/2021 10:00:00 PM,0.037,0.015,0.052,#+INF,0,8.0
8/13/2021 11:00:00 PM,0.037,0.015,0.052,#+INF,0,7.9
8/14/2021 12:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 1:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 2:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 3:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 4:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 5:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 6:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 7:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 8:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 9:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 10:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/14/2021 11:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/14/2021 12:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 1:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 2:00:00 PM,0.037,0.016,0.051,#+INF,0,8.0
8/14/2021 3:00:00 PM,0.037,0.016,0.051,#+INF,0,8.0
8/14/2021 4:00:00 PM,0.037,0.016,0.051,#+INF,0,8.0
8/14/2021 5:00:00 PM,0.037,0.016,0.051,#+INF,0,8.0
8/14/2021 6:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 7:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 8:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 9:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 10:00:00 PM,0.037,0.014,0.052,#+INF,0,8.0
8/14/2021 11:00:00 PM,0.037,0.014,0.052,#+INF,0,8.0
8/15/2021 12:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/15/2021 1:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/15/2021 2:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/15/2021 3:00:00 AM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 4:00:00 AM,0.037,0.014,0.051,#+INF,0,7.9
8/15/2021 5:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/15/2021 6:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/15/2021 7:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/15/2021 8:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/15/2021 9:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/15/2021 10:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/15/2021 11:00:00 AM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 12:00:00 PM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 1:00:00 PM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 2:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/15/2021 3:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/15/2021 4:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/15/2021 5:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/15/2021 6:00:00 PM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 7:00:00 PM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 8:00:00 PM,0.037,0.014,0.051,#+INF,0,8.0
8/15/2021 9:00:00 PM,0.037,0.013,0.051,#+INF,0,8.0
8/15/2021 10:00:00 PM,0.037,0.013,0.051,#+INF,0,8.0
8/15/2021 11:00:00 PM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 12:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 1:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 2:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 3:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 4:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 5:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 6:00:00 AM,0.037,0.013,0.051,#+INF,0,7.9
8/16/2021 7:00:00 AM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 8:00:00 AM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 9:00:00 AM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 10:00:00 AM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 11:00:00 AM,0.037,0.013,0.051,#+INF,0,8.0
8/16/2021 12:00:00 PM,0.037,0.013,0.051,#+INF,0,7.9
8/16/2021 1:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 2:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 3:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 4:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 5:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 6:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 7:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 8:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 9:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 10:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/16/2021 11:00:00 PM,0.037,0.012,0.051,#+INF,0,7.9
8/17/2021 12:00:00 AM,0.037,0.024,0.051,#+INF,0,7.9
8/17/2021 1:00:00 AM,0.037,0.041,0.051,#+INF,0,7.9
8/17/2021 2:00:00 AM,0.065,0.064,0.051,#+INF,0,7.9
8/17/2021 3:00:00 AM,0.073,0.074,0.051,#+INF,0,7.9
8/17/2021 4:00:00 AM,0.078,0.078,0.051,#+INF,0,7.9
8/17/2021 5:00:00 AM,0.080,0.082,0.051,#+INF,0,7.9
8/17/2021 6:00:00 AM,0.092,0.086,0.051,#+INF,0,7.9
8/17/2021 7:00:00 AM,0.119,0.087,0.051,#+INF,0,7.9
8/17/2021 8:00:00 AM,0.120,0.089,0.051,#+INF,0,7.9
8/17/2021 9:00:00 AM,0.116,0.088,0.051,#+INF,0,7.9
8/17/2021 10:00:00 AM,0.111,0.088,0.051,#+INF,0,7.9
8/17/2021 11:00:00 AM,0.108,0.088,0.051,#+INF,0,7.9
8/17/2021 12:00:00 PM,0.105,0.088,0.051,#+INF,0,7.9
8/17/2021 1:00:00 PM,0.103,0.088,0.051,#+INF,0,7.9
8/17/2021 2:00:00 PM,0.101,0.088,0.051,#+INF,0,7.9
8/17/2021 3:00:00 PM,0.100,0.088,0.051,#+INF,0,7.9
8/17/2021 4:00:00 PM,0.099,0.088,0.051,#+INF,0,7.9
8/17/2021 5:00:00 PM,0.098,0.089,0.051,#+INF,0,7.9
8/17/2021 6:00:00 PM,0.097,0.089,0.051,#+INF,0,7.9
8/17/2021 7:00:00 PM,0.096,0.090,0.051,#+INF,0,7.9
8/17/2021 8:00:00 PM,0.096,0.090,0.051,#+INF,0,7.9
8/17/2021 9:00:00 PM,0.095,0.090,0.051,#+INF,0,7.9
8/17/2021 10:00:00 PM,0.095,0.091,0.051,#+INF,0,7.9
8/17/2021 11:00:00 PM,0.095,0.091,0.051,#+INF,0,7.9
8/18/2021 12:00:00 AM,0.094,0.091,0.051,#+INF,0,7.9
8/18/2021 1:00:00 AM,0.094,0.091,0.051,#+INF,0,7.9
8/18/2021 2:00:00 AM,0.094,0.091,0.051,#+INF,0,7.9
8/18/2021 3:00:00 AM,0.093,0.091,0.051,#+INF,0,7.9
8/18/2021 4:00:00 AM,0.093,0.092,0.051,#+INF,0,7.9
8/18/2021 5:00:00 AM,0.093,0.092,0.051,#+INF,0,7.9
8/18/2021 6:00:00 AM,0.092,0.092,0.051,#+INF,0,7.9
8/18/2021 7:00:00 AM,0.092,0.092,0.051,#+INF,0,7.9
8/18/2021 8:00:00 AM,0.092,0.092,0.051,#+INF,0,7.9
8/18/2021 9:00:00 AM,0.091,0.092,0.051,#+INF,0,7.9
8/18/2021 10:00:00 AM,0.091,0.092,0.050,#+INF,0,8.0
8/18/2021 11:00:00 AM,0.091,0.092,0.050,#+INF,0,8.0
8/18/2021 12:00:00 PM,0.091,0.092,0.050,#+INF,0,8.0
8/18/2021 1:00:00 PM,0.090,0.092,0.050,#+INF,0,8.0
8/18/2021 2:00:00 PM,0.090,0.092,0.050,#+INF,0,8.0
8/18/2021 3:00:00 PM,0.090,0.094,0.050,#+INF,0,8.0
8/18/2021 4:00:00 PM,0.089,0.094,0.050,#+INF,0,8.0
8/18/2021 5:00:00 PM,0.089,0.093,0.050,#+INF,0,8.0
8/18/2021 6:00:00 PM,0.089,0.093,0.050,#+INF,0,8.0
8/18/2021 7:00:00 PM,0.088,0.093,0.050,#+INF,0,8.0
8/18/2021 8:00:00 PM,0.088,0.093,0.050,#+INF,0,8.0
8/18/2021 9:00:00 PM,0.088,0.092,0.051,#+INF,0,8.0
8/18/2021 10:00:00 PM,0.087,0.092,0.051,#+INF,0,8.0
8/18/2021 11:00:00 PM,0.087,0.092,0.051,#+INF,0,7.9
8/19/2021 12:00:00 AM,0.087,0.092,0.051,#+INF,0,7.9
8/19/2021 1:00:00 AM,0.087,0.092,0.051,#+INF,0,7.9
8/19/2021 2:00:00 AM,0.086,0.092,0.051,#+INF,0,7.9
8/19/2021 3:00:00 AM,0.086,0.092,0.051,#+INF,0,7.9
8/19/2021 4:00:00 AM,0.086,0.092,0.050,#+INF,0,7.9
8/19/2021 5:00:00 AM,0.086,0.092,0.050,#+INF,0,7.9
8/19/2021 6:00:00 AM,0.086,0.092,0.050,#+INF,0,7.9
8/19/2021 7:00:00 AM,0.085,0.091,0.050,#+INF,0,7.9
8/19/2021 8:00:00 AM,0.085,0.091,0.050,#+INF,0,7.9
8/19/2021 9:00:00 AM,0.085,0.091,0.050,#+INF,0,8.0
8/19/2021 10:00:00 AM,0.085,0.091,0.050,#+INF,0,8.0
8/19/2021 11:00:00 AM,0.085,0.091,0.050,#+INF,0,8.0
8/19/2021 12:00:00 PM,0.085,0.091,0.050,#+INF,0,8.0
8/19/2021 1:00:00 PM,0.085,0.085,0.050,#+INF,0,8.0
8/19/2021 2:00:00 PM,0.084,0.095,0.050,#+INF,0,8.0
8/19/2021 3:00:00 PM,0.084,0.096,0.050,#+INF,0,8.0
8/19/2021 4:00:00 PM,0.084,0.096,0.050,#+INF,0,8.0
8/19/2021 5:00:00 PM,0.084,0.096,0.050,#+INF,0,8.0
8/19/2021 6:00:00 PM,0.084,0.096,0.050,#+INF,0,8.0
8/19/2021 7:00:00 PM,0.083,0.096,0.050,#+INF,0,8.0
8/19/2021 8:00:00 PM,0.083,0.096,0.050,#+INF,0,8.0
8/19/2021 9:00:00 PM,0.083,0.096,0.050,#+INF,0,8.0
8/19/2021 10:00:00 PM,0.083,0.096,0.050,#+INF,0,7.9
8/19/2021 11:00:00 PM,0.083,0.096,0.050,#+INF,0,7.9
8/20/2021 12:00:00 AM,0.083,0.096,0.050,#+INF,0,7.9
8/20/2021 1:00:00 AM,0.083,0.096,0.050,#+INF,0,7.9
8/20/2021 2:00:00 AM,0.083,0.096,0.050,#+INF,0,7.9
8/20/2021 3:00:00 AM,0.083,0.096,0.050,#+INF,0,7.9
8/20/2021 4:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 5:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 6:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 7:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 8:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 9:00:00 AM,0.082,0.096,0.050,#+INF,0,7.9
8/20/2021 10:00:00 AM,0.082,0.096,0.050,#+INF,0,8.0
8/20/2021 11:00:00 AM,0.082,0.096,0.050,#+INF,0,8.0
8/20/2021 12:00:00 PM,0.082,0.096,0.050,#+INF,0,8.0
8/20/2021 1:00:00 PM,0.082,0.096,0.050,#+INF,0,8.0
8/20/2021 2:00:00 PM,0.081,0.096,0.050,#+INF,0,8.0
8/20/2021 3:00:00 PM,0.081,0.096,0.050,#+INF,0,8.0
8/20/2021 4:00:00 PM,0.081,0.095,0.050,#+INF,0,8.0
8/20/2021 5:00:00 PM,0.081,0.095,0.050,#+INF,0,8.0
8/20/2021 6:00:00 PM,0.081,0.095,0.050,#+INF,0,8.0
8/20/2021 7:00:00 PM,0.081,0.095,0.050,#+INF,0,8.0
8/20/2021 8:00:00 PM,0.081,0.095,0.050,#+INF,0,8.0
8/20/2021 9:00:00 PM,0.080,0.094,0.050,#+INF,0,7.9
8/20/2021 10:00:00 PM,0.080,0.094,0.050,#+INF,0,7.9
8/20/2021 11:00:00 PM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 12:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 1:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 2:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 3:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 4:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 5:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 6:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 7:00:00 AM,0.080,0.094,0.050,#+INF,0,7.9
8/21/2021 8:00:00 AM,0.079,0.094,0.050,#+INF,0,7.9
8/21/2021 9:00:00 AM,0.079,0.094,0.050,#+INF,0,7.9
8/21/2021 10:00:00 AM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 11:00:00 AM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 12:00:00 PM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 1:00:00 PM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 2:00:00 PM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 3:00:00 PM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 4:00:00 PM,0.079,0.094,0.050,#+INF,0,8.0
8/21/2021 5:00:00 PM,0.079,0.093,0.050,#+INF,0,8.0
8/21/2021 6:00:00 PM,0.078,0.093,0.050,#+INF,0,8.0
8/21/2021 7:00:00 PM,0.078,0.093,0.050,#+INF,0,8.0
8/21/2021 8:00:00 PM,0.078,0.092,0.050,#+INF,0,8.0
8/21/2021 9:00:00 PM,0.078,0.092,0.050,#+INF,0,7.9
8/21/2021 10:00:00 PM,0.078,0.092,0.050,#+INF,0,7.9
8/21/2021 11:00:00 PM,0.078,0.092,0.050,#+INF,0,7.9
8/22/2021 12:00:00 AM,0.078,0.092,0.050,#+INF,0,7.9
8/22/2021 1:00:00 AM,0.078,0.092,0.050,#+INF,0,7.9
8/22/2021 2:00:00 AM,0.078,0.092,0.050,#+INF,0,7.9
8/22/2021 3:00:00 AM,0.078,0.092,0.050,#+INF,0,7.9
8/22/2021 4:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 5:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 6:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 7:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 8:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 9:00:00 AM,0.077,0.092,0.050,#+INF,0,7.9
8/22/2021 10:00:00 AM,0.077,0.092,0.050,#+INF,0,8.0
8/22/2021 11:00:00 AM,0.077,0.092,0.050,#+INF,0,8.0
8/22/2021 12:00:00 PM,0.077,0.091,0.050,#+INF,0,8.0
8/22/2021 1:00:00 PM,0.076,0.091,0.050,#+INF,0,8.0
8/22/2021 2:00:00 PM,0.076,0.090,0.050,#+INF,0,8.0
8/22/2021 3:00:00 PM,0.076,0.090,0.050,#+INF,0,8.0
8/22/2021 4:00:00 PM,0.076,0.089,0.050,#+INF,0,8.0
8/22/2021 5:00:00 PM,0.076,0.089,0.050,#+INF,0,8.0
8/22/2021 6:00:00 PM,0.076,0.088,0.050,#+INF,0,8.0
8/22/2021 7:00:00 PM,0.076,0.088,0.050,#+INF,0,7.9
8/22/2021 8:00:00 PM,0.076,0.087,0.050,#+INF,0,7.9
8/22/2021 9:00:00 PM,0.076,0.087,0.050,#+INF,0,7.9
8/22/2021 10:00:00 PM,0.075,0.087,0.050,#+INF,0,7.9
8/22/2021 11:00:00 PM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 12:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 1:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 2:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 3:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 4:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 5:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 6:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 7:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 8:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 9:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 10:00:00 AM,0.075,0.087,0.050,#+INF,0,7.9
8/23/2021 11:00:00 AM,0.075,0.087,0.050,#+INF,0,8.0
8/23/2021 12:00:00 PM,0.074,0.087,0.050,#+INF,0,8.0
8/23/2021 1:00:00 PM,0.074,0.087,0.050,#+INF,0,8.0
8/23/2021 2:00:00 PM,0.074,0.087,0.050,#+INF,0,8.0
8/23/2021 3:00:00 PM,0.074,0.086,0.050,#+INF,0,8.0
8/23/2021 4:00:00 PM,0.074,0.086,0.050,#+INF,0,8.0
8/23/2021 5:00:00 PM,0.074,0.086,0.050,#+INF,0,7.9
8/23/2021 6:00:00 PM,0.074,0.085,0.050,#+INF,0,7.9
8/23/2021 7:00:00 PM,0.074,0.085,0.050,#+INF,0,7.9
8/23/2021 8:00:00 PM,0.074,0.085,0.050,#+INF,0,7.9
8/23/2021 9:00:00 PM,0.074,0.085,0.050,#+INF,0,7.9
8/23/2021 10:00:00 PM,0.074,0.085,0.050,#+INF,0,7.9
8/23/2021 11:00:00 PM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 12:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 1:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 2:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 3:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 4:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 5:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 6:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 7:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 8:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 9:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 10:00:00 AM,0.073,0.085,0.050,#+INF,0,7.9
8/24/2021 11:00:00 AM,0.073,0.085,0.050,#+INF,0,8.0
8/24/2021 12:00:00 PM,0.073,0.085,0.050,#+INF,0,8.0
8/24/2021 1:00:00 PM,0.073,0.085,0.050,#+INF,0,8.0
8/24/2021 2:00:00 PM,0.072,0.084,0.050,#+INF,0,8.0
8/24/2021 3:00:00 PM,0.072,0.084,0.050,#+INF,0,8.0
8/24/2021 4:00:00 PM,0.072,0.084,0.050,#+INF,0,8.0
8/24/2021 5:00:00 PM,0.072,0.083,0.050,#+INF,0,8.0
8/24/2021 6:00:00 PM,0.072,0.083,0.050,#+INF,0,8.0
8/24/2021 7:00:00 PM,0.072,0.082,0.050,#+INF,0,8.0
8/24/2021 8:00:00 PM,0.072,0.082,0.050,#+INF,0,7.9
8/24/2021 9:00:00 PM,0.072,0.082,0.050,#+INF,0,7.9
8/24/2021 10:00:00 PM,0.072,0.082,0.050,#+INF,0,7.9
8/24/2021 11:00:00 PM,0.072,0.081,0.050,#+INF,0,7.9
8/25/2021 12:00:00 AM,0.072,0.081,0.050,#+INF,0,7.9
8/25/2021 1:00:00 AM,0.072,0.081,0.050,#+INF,0,7.9
8/25/2021 2:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 3:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 4:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 5:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 6:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 7:00:00 AM,0.071,0.081,0.050,#+INF,0,7.9
8/25/2021 8:00:00 AM,0.071,0.082,0.050,#+INF,0,7.9
8/25/2021 9:00:00 AM,0.071,0.082,0.050,#+INF,0,7.9
